#t_s,b_um
15.650000,24.153246
15.651000,24.153246
15.652000,24.153246
15.653000,24.153246
15.654000,24.153246
15.655000,24.153246
15.656000,24.153246
15.657000,24.153246
15.658000,24.153246
15.659000,24.153246
15.660000,24.153246
15.661000,24.153246
15.662000,24.153246
15.663000,24.153246
15.664000,24.153246
15.665000,24.153246
15.666000,24.153246
15.667000,24.153246
15.668000,24.153246
15.669000,24.153246
15.670000,24.153246
15.671000,24.153246
15.672000,24.153246
15.673000,24.153246
15.674000,24.153246
15.675000,24.153246
15.676000,24.153246
15.677000,24.153246
15.678000,24.153246
15.679000,24.153246
15.680000,24.153246
15.681000,24.153246
15.682000,24.153246
15.683000,24.153246
15.684000,24.153246
15.685000,24.153246
15.686000,24.153246
15.687000,24.153246
15.688000,24.153246
15.689000,24.153246
15.690000,24.153246
15.691000,24.153246
15.692000,24.153246
15.693000,24.153246
15.694000,24.153246
15.695000,24.153246
15.696000,24.153246
15.697000,24.153246
15.698000,24.153246
15.699000,24.153246
15.700000,24.153246
15.701000,24.153246
15.702000,24.153246
15.703000,24.153246
15.704000,24.153246
15.705000,24.153246
15.706000,24.153246
15.707000,24.153246
15.708000,24.153246
15.709000,24.153246
15.710000,24.153246
15.711000,24.153246
15.712000,24.153246
15.713000,24.153246
15.714000,24.153246
15.715000,24.153246
15.716000,24.153246
15.717000,24.153246
15.718000,24.153246
15.719000,24.153246
15.720000,24.153246
15.721000,24.153246
15.722000,24.153246
15.723000,24.153246
15.724000,24.153246
15.725000,24.153246
15.726000,24.153246
15.727000,24.153246
15.728000,24.153246
15.729000,24.153246
15.730000,24.153246
15.731000,24.153246
15.732000,24.153246
15.733000,24.153246
15.734000,24.153246
15.735000,24.153246
15.736000,24.153246
15.737000,24.153246
15.738000,24.153246
15.739000,24.153246
15.740000,24.153246
15.741000,24.153246
15.742000,24.153246
15.743000,24.153246
15.744000,24.153246
15.745000,24.153246
15.746000,24.153246
15.747000,24.153246
15.748000,24.153246
15.749000,24.153246
15.750000,24.153246
15.751000,24.153246
15.752000,24.153246
15.753000,24.153246
15.754000,24.153246
15.755000,24.153246
15.756000,24.153246
15.757000,24.153246
15.758000,24.153246
15.759000,24.153246
15.760000,24.153246
15.761000,24.153246
15.762000,24.153246
15.763000,24.153246
15.764000,24.153246
15.765000,24.153246
15.766000,24.153246
15.767000,24.153246
15.768000,24.153246
15.769000,24.153246
15.770000,24.153246
15.771000,24.153246
15.772000,24.153246
15.773000,24.153246
15.774000,24.153246
15.775000,24.153246
15.776000,24.153246
15.777000,24.153246
15.778000,24.153246
15.779000,24.153246
15.780000,24.153246
15.781000,24.153246
15.782000,24.153246
15.783000,24.153246
15.784000,24.153246
15.785000,24.153246
15.786000,24.153246
15.787000,24.153246
15.788000,24.153246
15.789000,24.153246
15.790000,24.153246
15.791000,24.153246
15.792000,24.153246
15.793000,24.153246
15.794000,24.153246
15.795000,24.153246
15.796000,24.153246
15.797000,24.153246
15.798000,24.153246
15.799000,24.153246
15.800000,24.153246
15.801000,24.153246
15.802000,24.153246
15.803000,24.153246
15.804000,24.153246
15.805000,24.153246
15.806000,24.153246
15.807000,24.153246
15.808000,24.153246
15.809000,24.153246
15.810000,24.153246
15.811000,24.153246
15.812000,24.153246
15.813000,24.153246
15.814000,24.153246
15.815000,24.153246
15.816000,24.153246
15.817000,24.153246
15.818000,24.153246
15.819000,24.153246
15.820000,24.153246
15.821000,24.153246
15.822000,24.153246
15.823000,24.153246
15.824000,24.153246
15.825000,24.153246
15.826000,24.153246
15.827000,24.153246
15.828000,24.153246
15.829000,24.153246
15.830000,24.153246
15.831000,24.153246
15.832000,24.153246
15.833000,24.153246
15.834000,24.153246
15.835000,24.153246
15.836000,24.153246
15.837000,24.153246
15.838000,24.153246
15.839000,24.153246
15.840000,24.153246
15.841000,24.153246
15.842000,24.153246
15.843000,24.153246
15.844000,24.153246
15.845000,24.153246
15.846000,24.153246
15.847000,24.153246
15.848000,24.153246
15.849000,24.153246
15.850000,24.153246
15.851000,24.153246
15.852000,24.153246
15.853000,24.153246
15.854000,24.153246
15.855000,24.153246
15.856000,24.153246
15.857000,24.153246
15.858000,24.153246
15.859000,24.153246
15.860000,24.153246
15.861000,24.153246
15.862000,24.153246
15.863000,24.153246
15.864000,24.153246
15.865000,24.153246
15.866000,24.153246
15.867000,24.153246
15.868000,24.153246
15.869000,24.153246
15.870000,24.153246
15.871000,24.153246
15.872000,24.153246
15.873000,24.153246
15.874000,24.153246
15.875000,24.153246
15.876000,24.153246
15.877000,24.153246
15.878000,24.153246
15.879000,24.153246
15.880000,24.153246
15.881000,24.153246
15.882000,24.153246
15.883000,24.153246
15.884000,24.153246
15.885000,24.153246
15.886000,24.153246
15.887000,24.153246
15.888000,24.153246
15.889000,24.153246
15.890000,24.153246
15.891000,24.153246
15.892000,24.153246
15.893000,24.153246
15.894000,24.153246
15.895000,24.153246
15.896000,24.153246
15.897000,24.153246
15.898000,24.153246
15.899000,24.153246
15.900000,24.153246
15.901000,24.153246
15.902000,24.153246
15.903000,24.153246
15.904000,24.153246
15.905000,24.153246
15.906000,24.153246
15.907000,24.153246
15.908000,24.153246
15.909000,24.153246
15.910000,24.153246
15.911000,24.153246
15.912000,24.153246
15.913000,24.153246
15.914000,24.153246
15.915000,24.153246
15.916000,24.153246
15.917000,24.153246
15.918000,24.153246
15.919000,24.153246
15.920000,24.153246
15.921000,24.153246
15.922000,24.153246
15.923000,24.153246
15.924000,24.153246
15.925000,24.153246
15.926000,24.153246
15.927000,24.153246
15.928000,24.153246
15.929000,24.153246
15.930000,24.153246
15.931000,24.153246
15.932000,24.153246
15.933000,24.153246
15.934000,24.153246
15.935000,24.153246
15.936000,24.153246
15.937000,24.153246
15.938000,24.153246
15.939000,24.153246
15.940000,24.153246
15.941000,24.153246
15.942000,24.153246
15.943000,24.153246
15.944000,24.153246
15.945000,24.153246
15.946000,24.153246
15.947000,24.153246
15.948000,24.153246
15.949000,24.153246
15.950000,24.153246
15.951000,24.153246
15.952000,24.153246
15.953000,24.153246
15.954000,24.153246
15.955000,24.153246
15.956000,24.153246
15.957000,24.153246
15.958000,24.153246
15.959000,24.153246
15.960000,24.153246
15.961000,24.153246
15.962000,24.153246
15.963000,24.153246
15.964000,24.153246
15.965000,24.153246
15.966000,24.153246
15.967000,24.153246
15.968000,24.153246
15.969000,24.153246
15.970000,24.153246
15.971000,24.153246
15.972000,24.153246
15.973000,24.153246
15.974000,24.153246
15.975000,24.153246
15.976000,24.153246
15.977000,24.153246
15.978000,24.153246
15.979000,24.153246
15.980000,24.153246
15.981000,24.153246
15.982000,24.153246
15.983000,24.153246
15.984000,24.153246
15.985000,24.153246
15.986000,24.153246
15.987000,24.153246
15.988000,24.153246
15.989000,24.153246
15.990000,24.153246
15.991000,24.153246
15.992000,24.153246
15.993000,24.153246
15.994000,24.153246
15.995000,24.153246
15.996000,24.153246
15.997000,24.153246
15.998000,24.153246
15.999000,24.153246
16.000000,24.153246
16.001000,24.153246
16.002000,24.153246
16.003000,24.153246
16.004000,24.153246
16.005000,24.153246
16.006000,24.153246
16.007000,24.153246
16.008000,24.153246
16.009000,24.153246
16.010000,24.153246
16.011000,24.153246
16.012000,24.153246
16.013000,24.153246
16.014000,24.153246
16.015000,24.153246
16.016000,24.153246
16.017000,24.153246
16.018000,24.153246
16.019000,24.153246
16.020000,24.153246
16.021000,24.153246
16.022000,24.153246
16.023000,24.153246
16.024000,24.153246
16.025000,24.153246
16.026000,24.153246
16.027000,24.153246
16.028000,24.153246
16.029000,24.153246
16.030000,24.153246
16.031000,24.153246
16.032000,24.153246
16.033000,24.153246
16.034000,24.153246
16.035000,24.153246
16.036000,24.153246
16.037000,24.153246
16.038000,24.153246
16.039000,24.153246
16.040000,24.153246
16.041000,24.153246
16.042000,24.153246
16.043000,24.153246
16.044000,24.153246
16.045000,24.153246
16.046000,24.153246
16.047000,24.153246
16.048000,24.153246
16.049000,24.153246
16.050000,24.153246
16.051000,24.153246
16.052000,24.153246
16.053000,24.153246
16.054000,24.153246
16.055000,24.153246
16.056000,24.153246
16.057000,24.153246
16.058000,24.153246
16.059000,24.153246
16.060000,24.153246
16.061000,24.153246
16.062000,24.153246
16.063000,24.153246
16.064000,24.153246
16.065000,24.153246
16.066000,24.153246
16.067000,24.153246
16.068000,24.153246
16.069000,24.153246
16.070000,24.153246
16.071000,24.153246
16.072000,24.153246
16.073000,24.153246
16.074000,24.153246
16.075000,24.153246
16.076000,24.153246
16.077000,24.153246
16.078000,24.153246
16.079000,24.153246
16.080000,24.153246
16.081000,24.153246
16.082000,24.153246
16.083000,24.153246
16.084000,24.153246
16.085000,24.153246
16.086000,24.153246
16.087000,24.153246
16.088000,24.153246
16.089000,24.153246
16.090000,24.153246
16.091000,24.153246
16.092000,24.153246
16.093000,24.153246
16.094000,24.153246
16.095000,24.153246
16.096000,24.153246
16.097000,24.153246
16.098000,24.153246
16.099000,24.153246
16.100000,24.153246
16.101000,24.153246
16.102000,24.153246
16.103000,24.153246
16.104000,24.153246
16.105000,24.153246
16.106000,24.153246
16.107000,24.153246
16.108000,24.153246
16.109000,24.153246
16.110000,24.153246
16.111000,24.153246
16.112000,24.153246
16.113000,24.153246
16.114000,24.153246
16.115000,24.153246
16.116000,24.153246
16.117000,24.153246
16.118000,24.153246
16.119000,24.153246
16.120000,24.153246
16.121000,24.153246
16.122000,24.153246
16.123000,24.153246
16.124000,24.153246
16.125000,24.153246
16.126000,24.153246
16.127000,24.153246
16.128000,24.153246
16.129000,24.153246
16.130000,24.153246
16.131000,24.153246
16.132000,24.153246
16.133000,24.153246
16.134000,24.153246
16.135000,24.153246
16.136000,24.153246
16.137000,24.153246
16.138000,24.153246
16.139000,24.153246
16.140000,24.153246
16.141000,24.153246
16.142000,24.153246
16.143000,24.153246
16.144000,24.153246
16.145000,24.153246
16.146000,24.153246
16.147000,24.153246
16.148000,24.153246
16.149000,24.153246
16.150000,24.153246
16.151000,24.153246
16.152000,24.153246
16.153000,24.153246
16.154000,24.153246
16.155000,24.153246
16.156000,24.153246
16.157000,24.153246
16.158000,24.153246
16.159000,24.153246
16.160000,24.153246
16.161000,24.153246
16.162000,24.153246
16.163000,24.153246
16.164000,24.153246
16.165000,24.153246
16.166000,24.153246
16.167000,24.153246
16.168000,24.153246
16.169000,24.153246
16.170000,24.153246
16.171000,24.153246
16.172000,24.153246
16.173000,24.153246
16.174000,24.153246
16.175000,24.153246
16.176000,24.153246
16.177000,24.153246
16.178000,24.153246
16.179000,24.153246
16.180000,24.153246
16.181000,24.153246
16.182000,24.153246
16.183000,24.153246
16.184000,24.153246
16.185000,24.153246
16.186000,24.153246
16.187000,24.153246
16.188000,24.153246
16.189000,24.153246
16.190000,24.153246
16.191000,24.153246
16.192000,24.153246
16.193000,24.153246
16.194000,24.153246
16.195000,24.153246
16.196000,24.153246
16.197000,24.153246
16.198000,24.153246
16.199000,24.153246
16.200000,24.153246
16.201000,24.153246
16.202000,24.153246
16.203000,24.153246
16.204000,24.153246
16.205000,24.153246
16.206000,24.153246
16.207000,24.153246
16.208000,24.153246
16.209000,24.153246
16.210000,24.153246
16.211000,24.153246
16.212000,24.153246
16.213000,24.153246
16.214000,24.153246
16.215000,24.153246
16.216000,24.153246
16.217000,24.153246
16.218000,24.153246
16.219000,24.153246
16.220000,24.153246
16.221000,24.153246
16.222000,24.153246
16.223000,24.153246
16.224000,24.153246
16.225000,24.153246
16.226000,24.153246
16.227000,24.153246
16.228000,24.153246
16.229000,24.153246
16.230000,24.153246
16.231000,24.153246
16.232000,24.153246
16.233000,24.153246
16.234000,24.153246
16.235000,24.153246
16.236000,24.153246
16.237000,24.153246
16.238000,24.153246
16.239000,24.153246
16.240000,24.153246
16.241000,24.153246
16.242000,24.153246
16.243000,24.153246
16.244000,24.153246
16.245000,24.153246
16.246000,24.153246
16.247000,24.153246
16.248000,24.153246
16.249000,24.153246
16.250000,24.153246
16.251000,24.153246
16.252000,24.153246
16.253000,24.153246
16.254000,24.153246
16.255000,24.153246
16.256000,24.153246
16.257000,24.153246
16.258000,24.153246
16.259000,24.153246
16.260000,24.153246
16.261000,24.153246
16.262000,24.153246
16.263000,24.153246
16.264000,24.153246
16.265000,24.153246
16.266000,24.153246
16.267000,24.153246
16.268000,24.153246
16.269000,24.153246
16.270000,24.153246
16.271000,24.153246
16.272000,24.153246
16.273000,24.153246
16.274000,24.153246
16.275000,24.153246
16.276000,24.153246
16.277000,24.153246
16.278000,24.153246
16.279000,24.153246
16.280000,24.153246
16.281000,24.153246
16.282000,24.153246
16.283000,24.153246
16.284000,24.153246
16.285000,24.153246
16.286000,24.153246
16.287000,24.153246
16.288000,24.153246
16.289000,24.153246
16.290000,24.153246
16.291000,24.153246
16.292000,24.153246
16.293000,24.153246
16.294000,24.153246
16.295000,24.153246
16.296000,24.153246
16.297000,24.153246
16.298000,24.153246
16.299000,24.153246
16.300000,24.153246
16.301000,24.153246
16.302000,24.153246
16.303000,24.153246
16.304000,24.153246
16.305000,24.153246
16.306000,24.153246
16.307000,24.153246
16.308000,24.153246
16.309000,24.153246
16.310000,24.153246
16.311000,24.153246
16.312000,24.153246
16.313000,24.153246
16.314000,24.153246
16.315000,24.153246
16.316000,24.153246
16.317000,24.153246
16.318000,24.153246
16.319000,24.153246
16.320000,24.153246
16.321000,24.153246
16.322000,24.153246
16.323000,24.153246
16.324000,24.153246
16.325000,24.153246
16.326000,24.153246
16.327000,24.153246
16.328000,24.153246
16.329000,24.153246
16.330000,24.153246
16.331000,24.153246
16.332000,24.153246
16.333000,24.153246
16.334000,24.153246
16.335000,24.153246
16.336000,24.153246
16.337000,24.153246
16.338000,24.153246
16.339000,24.153246
16.340000,24.153246
16.341000,24.153246
16.342000,24.153246
16.343000,24.153246
16.344000,24.153246
16.345000,24.153246
16.346000,24.153246
16.347000,24.153246
16.348000,24.153246
16.349000,24.153246
16.350000,24.153246
16.351000,24.153246
16.352000,24.153246
16.353000,24.153246
16.354000,24.153246
16.355000,24.153246
16.356000,24.153246
16.357000,24.153246
16.358000,24.153246
16.359000,24.153246
16.360000,24.153246
16.361000,24.153246
16.362000,24.153246
16.363000,24.153246
16.364000,24.153246
16.365000,24.153246
16.366000,24.153246
16.367000,24.153246
16.368000,24.153246
16.369000,24.153246
16.370000,24.153246
16.371000,24.153246
16.372000,24.153246
16.373000,24.153246
16.374000,24.153246
16.375000,24.153246
16.376000,24.153246
16.377000,24.153246
16.378000,24.153246
16.379000,24.153246
16.380000,24.153246
16.381000,24.153246
16.382000,24.153246
16.383000,24.153246
16.384000,24.153246
16.385000,24.153246
16.386000,24.153246
16.387000,24.153246
16.388000,24.153246
16.389000,24.153246
16.390000,24.153246
16.391000,24.153246
16.392000,24.153246
16.393000,24.153246
16.394000,24.153246
16.395000,24.153246
16.396000,24.153246
16.397000,24.153246
16.398000,24.153246
16.399000,24.153246
16.400000,24.153246
16.401000,24.153246
16.402000,24.153246
16.403000,24.153246
16.404000,24.153246
16.405000,24.153246
16.406000,24.153246
16.407000,24.153246
16.408000,24.153246
16.409000,24.153246
16.410000,24.153246
16.411000,24.153246
16.412000,24.153246
16.413000,24.153246
16.414000,24.153246
16.415000,24.153246
16.416000,24.153246
16.417000,24.153246
16.418000,24.153246
16.419000,24.153246
16.420000,24.153246
16.421000,24.153246
16.422000,24.153246
16.423000,24.153246
16.424000,24.153246
16.425000,24.153246
16.426000,24.153246
16.427000,24.153246
16.428000,24.153246
16.429000,24.153246
16.430000,24.153246
16.431000,24.153246
16.432000,24.153246
16.433000,24.153246
16.434000,24.153246
16.435000,24.153246
16.436000,24.153246
16.437000,24.153246
16.438000,24.153246
16.439000,24.153246
16.440000,24.153246
16.441000,24.153246
16.442000,24.153246
16.443000,24.153246
16.444000,24.153246
16.445000,24.153246
16.446000,24.153246
16.447000,24.153246
16.448000,24.153246
16.449000,24.153246
16.450000,24.153246
16.451000,24.153246
16.452000,24.153246
16.453000,24.153246
16.454000,24.153246
16.455000,24.153246
16.456000,24.153246
16.457000,24.153246
16.458000,24.153246
16.459000,24.153246
16.460000,24.153246
16.461000,24.153246
16.462000,24.153246
16.463000,24.153246
16.464000,24.153246
16.465000,24.153246
16.466000,24.153246
16.467000,24.153246
16.468000,24.153246
16.469000,24.153246
16.470000,24.153246
16.471000,24.153246
16.472000,24.153246
16.473000,24.153246
16.474000,24.153246
16.475000,24.153246
16.476000,24.153246
16.477000,24.153246
16.478000,24.153246
16.479000,24.153246
16.480000,24.153246
16.481000,24.153246
16.482000,24.153246
16.483000,24.153246
16.484000,24.153246
16.485000,24.153246
16.486000,24.153246
16.487000,24.153246
16.488000,24.153246
16.489000,24.153246
16.490000,24.153246
16.491000,24.153246
16.492000,24.153246
16.493000,24.153246
16.494000,24.153246
16.495000,24.153246
16.496000,24.153246
16.497000,24.153246
16.498000,24.153246
16.499000,24.153246
16.500000,24.153246
16.501000,24.153246
16.502000,24.153246
16.503000,24.153246
16.504000,24.153246
16.505000,24.153246
16.506000,24.153246
16.507000,24.153246
16.508000,24.153246
16.509000,24.153246
16.510000,24.153246
16.511000,24.153246
16.512000,24.153246
16.513000,24.153246
16.514000,24.153246
16.515000,24.153246
16.516000,24.153246
16.517000,24.153246
16.518000,24.153246
16.519000,24.153246
16.520000,24.153246
16.521000,24.153246
16.522000,24.153246
16.523000,24.153246
16.524000,24.153246
16.525000,24.153246
16.526000,24.153246
16.527000,24.153246
16.528000,24.153246
16.529000,24.153246
16.530000,24.153246
16.531000,24.153246
16.532000,24.153246
16.533000,24.153246
16.534000,24.153246
16.535000,24.153246
16.536000,24.153246
16.537000,24.153246
16.538000,24.153246
16.539000,24.153246
16.540000,24.153246
16.541000,24.153246
16.542000,24.153246
16.543000,24.153246
16.544000,24.153246
16.545000,24.153246
16.546000,24.153246
16.547000,24.153246
16.548000,24.153246
16.549000,24.153246
16.550000,24.153246
16.551000,24.153246
16.552000,24.153246
16.553000,24.153246
16.554000,24.153246
16.555000,24.153246
16.556000,24.153246
16.557000,24.153246
16.558000,24.153246
16.559000,24.153246
16.560000,24.153246
16.561000,24.153246
16.562000,24.153246
16.563000,24.153246
16.564000,24.153246
16.565000,24.153246
16.566000,24.153246
16.567000,24.153246
16.568000,24.153246
16.569000,24.153246
16.570000,24.153246
16.571000,24.153246
16.572000,24.153246
16.573000,24.153246
16.574000,24.153246
16.575000,24.153246
16.576000,24.153246
16.577000,24.153246
16.578000,24.153246
16.579000,24.153246
16.580000,24.153246
16.581000,24.153246
16.582000,24.153246
16.583000,24.153246
16.584000,24.153246
16.585000,24.153246
16.586000,24.153246
16.587000,24.153246
16.588000,24.153246
16.589000,24.153246
16.590000,24.153246
16.591000,24.153246
16.592000,24.153246
16.593000,24.153246
16.594000,24.153246
16.595000,24.153246
16.596000,24.153246
16.597000,24.153246
16.598000,24.153246
16.599000,24.153246
16.600000,24.153246
16.601000,24.153246
16.602000,24.153246
16.603000,24.153246
16.604000,24.153246
16.605000,24.153246
16.606000,24.153246
16.607000,24.153246
16.608000,24.153246
16.609000,24.153246
16.610000,24.153246
16.611000,24.153246
16.612000,24.153246
16.613000,24.153246
16.614000,24.153246
16.615000,24.153246
16.616000,24.153246
16.617000,24.153246
16.618000,24.153246
16.619000,24.153246
16.620000,24.153246
16.621000,24.153246
16.622000,24.153246
16.623000,24.153246
16.624000,24.153246
16.625000,24.153246
16.626000,24.153246
16.627000,24.153246
16.628000,24.153246
16.629000,24.153246
16.630000,24.153246
16.631000,24.153246
16.632000,24.153246
16.633000,24.153246
16.634000,24.153246
16.635000,24.153246
16.636000,24.153246
16.637000,24.153246
16.638000,24.153246
16.639000,24.153246
16.640000,24.153246
16.641000,24.153246
16.642000,24.153246
16.643000,24.153246
16.644000,24.153246
16.645000,24.153246
16.646000,24.153246
16.647000,24.153246
16.648000,24.153246
16.649000,24.153246
16.650000,24.153246
16.651000,24.153246
16.652000,24.153246
16.653000,24.153246
16.654000,24.153246
16.655000,24.153246
16.656000,24.153246
16.657000,24.153246
16.658000,24.153246
16.659000,24.153246
16.660000,24.153246
16.661000,24.153246
16.662000,24.153246
16.663000,24.153246
16.664000,24.153246
16.665000,24.153246
16.666000,24.153246
16.667000,24.153246
16.668000,24.153246
16.669000,24.153246
16.670000,24.153246
16.671000,24.153246
16.672000,24.153246
16.673000,24.153246
16.674000,24.153246
16.675000,24.153246
16.676000,24.153246
16.677000,24.153246
16.678000,24.153246
16.679000,24.153246
16.680000,24.153246
16.681000,24.153246
16.682000,24.153246
16.683000,24.153246
16.684000,24.153246
16.685000,24.153246
16.686000,24.153246
16.687000,24.153246
16.688000,24.153246
16.689000,24.153246
16.690000,24.153246
16.691000,24.153246
16.692000,24.153246
16.693000,24.153246
16.694000,24.153246
16.695000,24.153246
16.696000,24.153246
16.697000,24.153246
16.698000,24.153246
16.699000,24.153246
16.700000,24.153246
16.701000,24.153246
16.702000,24.153246
16.703000,24.153246
16.704000,24.153246
16.705000,24.153246
16.706000,24.153246
16.707000,24.153246
16.708000,24.153246
16.709000,24.153246
16.710000,24.153246
16.711000,24.153246
16.712000,24.153246
16.713000,24.153246
16.714000,24.153246
16.715000,24.153246
16.716000,24.153246
16.717000,24.153246
16.718000,24.153246
16.719000,24.153246
16.720000,24.153246
16.721000,24.153246
16.722000,24.153246
16.723000,24.153246
16.724000,24.153246
16.725000,24.153246
16.726000,24.153246
16.727000,24.153246
16.728000,24.153246
16.729000,24.153246
16.730000,24.153246
16.731000,24.153246
16.732000,24.153246
16.733000,24.153246
16.734000,24.153246
16.735000,24.153246
16.736000,24.153246
16.737000,24.153246
16.738000,24.153246
16.739000,24.153246
16.740000,24.153246
16.741000,24.153246
16.742000,24.153246
16.743000,24.153246
16.744000,24.153246
16.745000,24.153246
16.746000,24.153246
16.747000,24.153246
16.748000,24.153246
16.749000,24.153246
16.750000,24.153246
16.751000,24.153246
16.752000,24.153246
16.753000,24.153246
16.754000,24.153246
16.755000,24.153246
16.756000,24.153246
16.757000,24.153246
16.758000,24.153246
16.759000,24.153246
16.760000,24.153246
16.761000,24.153246
16.762000,24.153246
16.763000,24.153246
16.764000,24.153246
16.765000,24.153246
16.766000,24.153246
16.767000,24.153246
16.768000,24.153246
16.769000,24.153246
16.770000,24.153246
16.771000,24.153246
16.772000,24.153246
16.773000,24.153246
16.774000,24.153246
16.775000,24.153246
16.776000,24.153246
16.777000,24.153246
16.778000,24.153246
16.779000,24.153246
16.780000,24.153246
16.781000,24.153246
16.782000,24.153246
16.783000,24.153246
16.784000,24.153246
16.785000,24.153246
16.786000,24.153246
16.787000,24.153246
16.788000,24.153246
16.789000,24.153246
16.790000,24.153246
16.791000,24.153246
16.792000,24.153246
16.793000,24.153246
16.794000,24.153246
16.795000,24.153246
16.796000,24.153246
16.797000,24.153246
16.798000,24.153246
16.799000,24.153246
16.800000,24.153246
16.801000,24.153246
16.802000,24.153246
16.803000,24.153246
16.804000,24.153246
16.805000,24.153246
16.806000,24.153246
16.807000,24.153246
16.808000,24.153246
16.809000,24.153246
16.810000,24.153246
16.811000,24.153246
16.812000,24.153246
16.813000,24.153246
16.814000,24.153246
16.815000,24.153246
16.816000,24.153246
16.817000,24.153246
16.818000,24.153246
16.819000,24.153246
16.820000,24.153246
16.821000,24.153246
16.822000,24.153246
16.823000,24.153246
16.824000,24.153246
16.825000,24.153246
16.826000,24.153246
16.827000,24.153246
16.828000,24.153246
16.829000,24.153246
16.830000,24.153246
16.831000,24.153246
16.832000,24.153246
16.833000,24.153246
16.834000,24.153246
16.835000,24.153246
16.836000,24.153246
16.837000,24.153246
16.838000,24.153246
16.839000,24.153246
16.840000,24.153246
16.841000,24.153246
16.842000,24.153246
16.843000,24.153246
16.844000,24.153246
16.845000,24.153246
16.846000,24.153246
16.847000,24.153246
16.848000,24.153246
16.849000,24.153246
16.850000,24.153246
16.851000,24.153246
16.852000,24.153246
16.853000,24.153246
16.854000,24.153246
16.855000,24.153246
16.856000,24.153246
16.857000,24.153246
16.858000,24.153246
16.859000,24.153246
16.860000,24.153246
16.861000,24.153246
16.862000,24.153246
16.863000,24.153246
16.864000,24.153246
16.865000,24.153246
16.866000,24.153246
16.867000,24.153246
16.868000,24.153246
16.869000,24.153246
16.870000,24.153246
16.871000,24.153246
16.872000,24.153246
16.873000,24.153246
16.874000,24.153246
16.875000,24.153246
16.876000,24.153246
16.877000,24.153246
16.878000,24.153246
16.879000,24.153246
16.880000,24.153246
16.881000,24.153246
16.882000,24.153246
16.883000,24.153246
16.884000,24.153246
16.885000,24.153246
16.886000,24.153246
16.887000,24.153246
16.888000,24.153246
16.889000,24.153246
16.890000,24.153246
16.891000,24.153246
16.892000,24.153246
16.893000,24.153246
16.894000,24.153246
16.895000,24.153246
16.896000,24.153246
16.897000,24.153246
16.898000,24.153246
16.899000,24.153246
16.900000,24.153246
16.901000,24.153246
16.902000,24.153246
16.903000,24.153246
16.904000,24.153246
16.905000,24.153246
16.906000,24.153246
16.907000,24.153246
16.908000,24.153246
16.909000,24.153246
16.910000,24.153246
16.911000,24.153246
16.912000,24.153246
16.913000,24.153246
16.914000,24.153246
16.915000,24.153246
16.916000,24.153246
16.917000,24.153246
16.918000,24.153246
16.919000,24.153246
16.920000,24.153246
16.921000,24.153246
16.922000,24.153246
16.923000,24.153246
16.924000,24.153246
16.925000,24.153246
16.926000,24.153246
16.927000,24.153246
16.928000,24.153246
16.929000,24.153246
16.930000,24.153246
16.931000,24.153246
16.932000,24.153246
16.933000,24.153246
16.934000,24.153246
16.935000,24.153246
16.936000,24.153246
16.937000,24.153246
16.938000,24.153246
16.939000,24.153246
16.940000,24.153246
16.941000,24.153246
16.942000,24.153246
16.943000,24.153246
16.944000,24.153246
16.945000,24.153246
16.946000,24.153246
16.947000,24.153246
16.948000,24.153246
16.949000,24.153246
16.950000,24.153246
16.951000,24.153246
16.952000,24.153246
16.953000,24.153246
16.954000,24.153246
16.955000,24.153246
16.956000,24.153246
16.957000,24.153246
16.958000,24.153246
16.959000,24.153246
16.960000,24.153246
16.961000,24.153246
16.962000,24.153246
16.963000,24.153246
16.964000,24.153246
16.965000,24.153246
16.966000,24.153246
16.967000,24.153246
16.968000,24.153246
16.969000,24.153246
16.970000,24.153246
16.971000,24.153246
16.972000,24.153246
16.973000,24.153246
16.974000,24.153246
16.975000,24.153246
16.976000,24.153246
16.977000,24.153246
16.978000,24.153246
16.979000,24.153246
16.980000,24.153246
16.981000,24.153246
16.982000,24.153246
16.983000,24.153246
16.984000,24.153246
16.985000,24.153246
16.986000,24.153246
16.987000,24.153246
16.988000,24.153246
16.989000,24.153246
16.990000,24.153246
16.991000,24.153246
16.992000,24.153246
16.993000,24.153246
16.994000,24.153246
16.995000,24.153246
16.996000,24.153246
16.997000,24.153246
16.998000,24.153246
16.999000,24.153246
17.000000,24.153246
17.001000,24.153246
17.002000,24.153246
17.003000,24.153246
17.004000,24.153246
17.005000,24.153246
17.006000,24.153246
17.007000,24.153246
17.008000,24.153246
17.009000,24.153246
17.010000,24.153246
17.011000,24.153246
17.012000,24.153246
17.013000,24.153246
17.014000,24.153246
17.015000,24.153246
17.016000,24.153246
17.017000,24.153246
17.018000,24.153246
17.019000,24.153246
17.020000,24.153246
17.021000,24.153246
17.022000,24.153246
17.023000,24.153246
17.024000,24.153246
17.025000,24.153246
17.026000,24.153246
17.027000,24.153246
17.028000,24.153246
17.029000,24.153246
17.030000,24.153246
17.031000,24.153246
17.032000,24.153246
17.033000,24.153246
17.034000,24.153246
17.035000,24.153246
17.036000,24.153246
17.037000,24.153246
17.038000,24.153246
17.039000,24.153246
17.040000,24.153246
17.041000,24.153246
17.042000,24.153246
17.043000,24.153246
17.044000,24.153246
17.045000,24.153246
17.046000,24.153246
17.047000,24.153246
17.048000,24.153246
